fips,Prevalence
17047, 
17049, 
17051, 
17053, 
17055, 
17057, 
17059, 
17061, 
17063, 
17065, 
17067, 
17069, 
17071,0
17073, 
17075, 
17077,0.3
17079, 
17081,0.3
17083, 
17085, 
17087, 
17089,0.2
17091,0.3
17093,0.2
17095,0.3
17099,0.2
17097,0.1
17101, 
17103,0.5
17105,0.2
17107, 
17115,0.1
17117,0.2
17119,0.3
17121,0.4
17123, 
17125, 
17127, 
17109, 
17111,0.1
17113,0.2
17129, 
17131, 
17133,0.3
17135, 
17137,0.4
17139,0.5
17141,0.2
17143,0.3
17145, 
17147,0
17149, 
17151, 
17153, 
17155,0
17157, 
17159, 
17161,0.2
17165, 
17167,0.3
17169, 
17171,0
17173, 
17163,0.3
17175, 
17177,0.2
17179,0.2
17181,1.3
17999, 
17183,0.3
17185, 
17187, 
17189, 
17191, 
17193, 
17195,0.2
17197,0.3
17199,0.1
17201,0.2
17203, 
  ,0.3
18001,0.3
18003,0.6
18005,0.4
18007, 
18009, 
18011,0.2
18013, 
18015, 
18017,0.4
18019,0.3
18021, 
18023, 
18025, 
18027, 
18033,0.3
18029, 
18031, 
18035,0.3
18037,0.2
18039,0.3
18041,0.9
18043,0.3
18045, 
18047, 
18049, 
18051, 
18053,0.5
18055, 
18057,0.4
18059,0.3
18061,0.2
18063,0.2
18065,0.5
18067,0.2
18069,0.3
18071,0.2
18073, 
18075, 
18077,0.2
18079,0.8
18081,0.2
18083,0.3
18085,0.4
18087,0.3
18091,0.3
18089,0.3
18093,0.2
18095,0.3
18097,0.5
18099, 
18101, 
18103,0.2
18105,0.6
18107,0.2
18109,0.2
18111, 
18113, 
18115, 
18117, 
18119,0.4
18121, 
18123, 
18125, 
18127,0.4
18129, 
18131, 
18133,0.4
18135, 
18137,0.3
18139, 
18143, 
18145,0.2
18147, 
18141,0.4
18149, 
18151, 
18153, 
18155, 
18157,0.2
18159, 
18161,0
18999, 
18163,0.4
18165, 
18167,0.4
18169,0.3
18171, 
18173,0.2
18175, 
18177,0.2
18179, 
18181, 
18183, 
  ,0.3
19001, 
19003, 
19005, 
19007,0.5
19009, 
19011, 
19013,0.4
19015,0.8
19017, 
19019, 
19021, 
19023, 
19025, 
19027,0.5
19029, 
19031, 
19033,0.3
19035, 
19037, 
19039, 
19041, 
19043, 
19045,0.2
19047, 
19049, 
19051,0
19053, 
19055, 
19057,0.2
19059, 
19061,0.6
19063, 
19065, 
19067,0.6
19069, 
19071,0
19073, 
19075, 
19077, 
19079, 
19081, 
19083, 
19085, 
19087, 
19089, 
19091,0
19093, 
19095, 
19097,1.5
19099,0.3
19101, 
19103,0.8
19105, 
19107, 
19109, 
19111, 
19113,0.4
19115, 
19117, 
19119, 
19121, 
19123, 
19125,0.3
19127,0.2
19129,0.9
19131, 
19133, 
19135, 
19137, 
19139,0.3
19141,0.4
19143, 
19145, 
19147, 
19149,0.3
19151, 
19153,0.3
19155,0.4
19157, 
19159, 
19161, 
19163,0.3
19165,0.6
19167,0.6
19169,0.3
19171, 
19173, 
19175, 
19999, 
19177,0
19179, 
19181,0.2
19183,0.3
19185, 
19187,0.2
19189, 
19191, 
19193,0.6
19195, 
19197, 
  ,0.2
20001, 
20003, 
20005, 
20007, 
20009,0.3
20011, 
20013, 
20015,0.2
20017,0
20019, 
20021, 
20023,0
20025,0
20027, 
20029,0
20031, 
20033,0
20035,0.3
20037,0.4
20039,0
20041, 
20043, 
20045,0.3
20047,0
20049, 
20051,0.4
20053, 
20055, 
20057, 
20059, 
20061, 
20063, 
20065,0
20067, 
20069, 
20071, 
20073,0
20075,0
20077, 
20079,0.2
20081,0
20083,0
20085, 
20087, 
20089,0
20091,0.3
20093, 
20095, 
20097,0
20099,0.5
20101, 
20103,0.2
20105, 
20107, 
20109,0
20111,0.3
20115, 
20117, 
20113,0.2
20119,0
20121,0.6
20123, 
20125,0.2
20127, 
20129,0
20131, 
20133, 
20135, 
20137, 
20139,0.4
20141, 
20143, 
20145,0
20147, 
20149, 
20151, 
20153,0
20155,0.2
20157, 
20159, 
20161,0.2
20163,0
20165, 
20167, 
20169,0.3
20171,0
20173,0.2
20175, 
20177,0.5
20179,0
20181, 
20183, 
20185, 
20187,0
20189, 
20191, 
20193,0
20195, 
20999, 
20197, 
20199,0
20201, 
20203,0
20205, 
20207,0
20209,0.2
  ,0.2
21001, 
21003, 
21005, 
21007, 
21009,0.2
21011, 
21013, 
21015,0.2
21017,0
21019,0.2
21021, 
21023, 
21025, 
21027, 
21029,0.2
21031, 
21033, 
21035,0.2
21037,0.2
21039, 
21041,0
21043, 
21045, 
21047,0.2
21049, 
21051, 
21053, 
21055, 
21057, 
21059,0.3
21061, 
21063, 
21065, 
21067,0.2
21069, 
21071,0.3
21073,1.9
21075, 
21077, 
21079, 
21081, 
21083, 
21085, 
21087, 
21089, 
21091, 
21093,0.2
21095, 
21097, 
21099, 
21101,0.2
21103, 
21105, 
21107,0.3
21109, 
21111,0.2
21113,0.2
21115, 
21117,0.2
21119, 
21121, 
21123, 
21125,0.2
21127, 
21129,0
21131, 
21133, 
21135, 
21137, 
21139, 
21141, 
21143, 
21151,0.3
21153, 
21155, 
21157, 
21159, 
21161, 
21145,0.2
21147,0
21149, 
21163, 
21165, 
21167, 
21169, 
21171, 
21173, 
21175, 
21177, 
21179,0.2
21181,0
21183, 
21185,0.3
21187, 
21189,0
21191, 
21193,0.4
21195,0.2
21197, 
21199,0.5
21201,0
21203, 
21205,0.6
21207, 
21209, 
21211, 
21213, 
21215, 
21217, 
21219, 
21221, 
21223, 
21225, 
21999, 
21227,0.3
21229, 
21231, 
21233, 
21235,0.2
21237, 
21239, 
  ,0.2
22001, 
22003, 
22005,0.3
22007, 
22009, 
22011,0.3
22013, 
22015,0.2
22017,0.1
22019,0.3
22021, 
22023, 
22025, 
22027, 
22029, 
22031, 
22033,0.3
22035, 
22037, 
22039, 
22041,0
22043, 
22045,0.3
22047, 
22049,0
22051,0.5
22053,0.2
22059, 
22055,0.2
22057,0.2
22061,0.3
22063,0.3
22065, 
22067, 
22069, 
22071,0.3
22073,0.2
22075, 
22077, 
22079,0.3
22081, 
22083,0.4
22085, 
22087, 
22089, 
22091, 
22093, 
22095,0.4
22097,0.1
22099,0.2
22101,0.1
22103,0.3
22105,0.3
22107, 
22109,0.2
22111, 
22999, 
22113, 
22115, 
22117,0.2
22119,0.2
22121, 
22123, 
22125,0
22127, 
  ,0.4
23001,0.4
23003,0.3
23005,0.5
23007,0.3
23009,0.3
23011,0.5
23013,0.3
23015,0.3
23017,0.3
23019,0.6
23021, 
23023,0.6
23025,0.3
23999, 
23027,0.4
23029,0.3
23031,0.5
  ,0.2
24001,0.2
24003,0.2
24005,0.3
24510,0.2
24009,0.2
24011,0.4
24013,0.2
24015,0.2
24017,0.1
24019,0.3
24021,0.2
24023, 
24025,0.2
24027,0.3
24029, 
24031,0.3
24033,0.2
24035,0.2
24039,0.3
24037,0.2
24041,0.2
24999, 
24043,0.3
24045,0.3
24047,0.1
  ,0.4
25001,0.3
25003,0.4
25005,0.4
25007, 
25009,0.3
25011,0.5
25013,0.5
25015,0.6
25017,0.4
25019, 
25021,0.6
25023,0.3
25025,0.4
25999, 
25027,0.6
  ,0.3
26001, 
26003, 
26005,0.5
26007,0.3
26009,0.3
26011, 
26013, 
26015, 
26017,0.3
26019, 
26021,0.2
26023,0.2
26025,0.2
26027,0.4
26029,0.3
26031,0.4
26033,0.3
26035,0.4
26037,0.2
26039, 
26041,0.2
26043, 
26045,0.2
26047,0.4
26049,0.4
26051, 
26053, 
26055,0.3
26057,0.3
26059,0.2
26061, 
26063,0.2
26065,0.5
26067,0.4
26069,0.2
26071,0
26073,0.5
26075,0.3
26077,0.3
26079, 
26081,0.5
26083,0
26085, 
26087,0.3
26089, 
26091,0.3
26093,0.3
26095, 
26097, 
26099,0.3
26101,0.4
26103,0.2
26105,0.3
26107,0.2
26109, 
26111,0.6
26113, 
26115,0.4
26117,0.2
26119, 
26121,0.4
26123,0.3
26125,0.3
26127, 
26129,0.2
26131, 
26133, 
26135,0
26137,0.5
26139,0.5
26141,0.4
26143,0.2
26145,0.3
26151,0.3
26153, 
26155,0.4
26147,0.4
26149, 
26157,0.3
26999, 
26159,0.2
26161,0.4
26163,0.3
26165,0.3
  ,0.8
27001, 
27003,1
27005,0.5
27007,0.8
27009,1.5
27011, 
27013,1.4
27015,0.5
27017,0.4
27019,0.9
27021,0.3
27023, 
27025,0.7
27027,0.9
27029, 
27031, 
27033, 
27035,0.5
27037,1.2
27039, 
27041,1.4
27043, 
27045, 
27047,0.7
27049,0.3
27051, 
27053,0.9
27055, 
27057,0.5
27059,1
27061,0.3
27063, 
27065, 
27067,1.7
27069, 
27071, 
27073, 
27075, 
27077, 
27079, 
27081,0
27083,0.5
27087, 
27089, 
27091,0.9
27085, 
27093, 
27095, 
27097,0.6
27099,1
27101, 
27103,0.7
27105,0.5
27107, 
27109,0.4
27111,0.4
27113, 
27115, 
27117, 
27119,0.8
27121, 
27123,1
27125, 
27127, 
27129, 
27131,0.7
27133, 
27135, 
27139,0.7
27141,1.1
27143, 
27137,0.5
27145,0.6
27147,0.7
27149, 
27151, 
27153,0.9
27155, 
27999, 
27157, 
27159, 
27161,1.4
27163,0.7
27165, 
27167,0
27169,0.4
27171,0.6
27173, 
  ,0.1
28001, 
28003, 
28005, 
28007, 
28009, 
28011, 
28013, 
28015, 
28017, 
28019, 
28021, 
28023, 
28025, 
28027,0.3
28029, 
28031, 
28033,0.1
28035,0.2
28037,0
28039, 
28041, 
28043, 
28045, 
28047,0.2
28049,0.1
28051, 
28053, 
28055,0
28057, 
28059,0.1
28061, 
28063, 
28065,0
28067,0.3
28069, 
28071,0.5
28073,0.2
28075,0.1
28077, 
28079, 
28081,0.1
28083, 
28085,0.3
28087, 
28089,0.2
28091, 
28093, 
28095, 
28097, 
28099, 
28101, 
28103, 
28105, 
28107, 
28109,0.2
28111, 
28113, 
28115, 
28117, 
28119, 
28121,0.2
28123, 
28125, 
28127,1.2
28129, 
28131, 
28133, 
28135, 
28137, 
28139, 
28141, 
28143,0
28145, 
28999, 
28147, 
28149, 
28151, 
28153, 
28155, 
28157, 
28159, 
28161, 
28163, 
  ,0.3
29001,0.3
29003, 
29005, 
29007, 
29009, 
29011, 
29013, 
29015, 
29017, 
29019,0.8
29021,0.2
29023,0.5
29025,0
29027, 
29029,0.1
29031,0.2
29033, 
29035, 
29037,0.2
29039, 
29041, 
29043,0.2
29045,0
29047,0.3
29049, 
29051,0.3
29053, 
29055, 
29057, 
29059, 
29061, 
29063, 
29065,0.4
29067, 
29069, 
29071,0.3
29073, 
29075, 
29077,0.7
29079, 
29081, 
29083, 
29085,0
29087, 
29089, 
29091,0.2
29093, 
29095,0.5
29097,0.3
29099,0.3
29101, 
29103, 
29105,0.4
29107,0.5
29109, 
29111, 
29113,0.2
29115, 
29117, 
29121, 
29123, 
29125, 
29127,0.6
29119, 
29129,0
29131, 
29133, 
29135, 
29137, 
29139, 
29141,0
29143, 
29145,0.3
29147, 
29149, 
29151, 
29153, 
29155, 
29157, 
29159,0.3
29161,0.3
29163, 
29165,0.2
29167, 
29169, 
29171, 
29173, 
29175, 
29177, 
29179, 
29181, 
29195,0.7
29197, 
29199, 
29201,0.3
29203, 
29205, 
29183,0.4
29185, 
29187,0.3
29189,0.3
29510,0.8
29186, 
29207,0.2
29209, 
29211, 
29213,0.2
29215, 
29999, 
29217,0.6
29219,0.4
29221,0.4
29223, 
29225, 
29227,0
29229, 
  ,0.2
30001, 
30003,0
30005, 
30007, 
30009, 
30011,0
30013,0.4
30015, 
30017, 
30019,0
30021, 
30023,0.7
30025, 
30027, 
30029,0.2
30031,0.1
30033,0
30035, 
30037,0
30039, 
30041, 
30043, 
30045,0
30047,0.2
30049,0.3
30051,0
30053, 
30057, 
30055,0
30059,0
30061,0
30063,0.3
30065,0
30067, 
30069,0
30071,0
30073, 
30075,0
30077, 
30079,0
30081,0.2
30083, 
30085, 
30087, 
30089, 
30091, 
30093,0.4
30095, 
30097,0
30099, 
30101,0
30103, 
30999, 
30105, 
30107,0
30109,0
30111,0.3
  ,0.2
31001,0.4
31003, 
31005,0
31007,0
31009,0
31011,0
31013, 
31015,0
31017, 
31019, 
31021, 
31023, 
31025, 
31027, 
31029,0
31031, 
31033, 
31035, 
31037, 
31039, 
31041, 
31043, 
31045, 
31047, 
31049, 
31051,0
31053, 
31055,0.6
31057,0
31059, 
31061,0
31063,0
31065, 
31067,0.4
31069, 
31071,0
31073,0
31075,0
31077,0
31079,0.2
31081, 
31083,0
31085,0
31087, 
31089, 
31091,0
31093,0
31095, 
31097, 
31099, 
31101,0
31103,0
31105, 
31107, 
31109,0.2
31111, 
31113,0
31115,0
31119, 
31117,0
31121, 
31123,0
31125, 
31127, 
31129,0
31131, 
31133, 
31135,0
31137,0
31139,0
31141, 
31143, 
31145,0
31147, 
31149,0
31151,0
31153,0.2
31155, 
31157,0.2
31159, 
31161,0
31163,0
31165, 
31167,0
31169,0
31171,0
31173, 
31999, 
31175, 
31177, 
31179, 
31181, 
31183,0
31185, 
  ,0.1
32510,0.1
32001,0.3
32003,0.2
32005, 
32007, 
32009,0
32011, 
32013, 
32015,0
32017,0
32019,0.1
32021, 
32023, 
32027, 
32029, 
32999, 
32031,0.1
32033,0
  ,0.3
33001,0.2
33003,0.2
33005,0.2
33007,0.2
33009,0.1
33011,0.4
33013,0.3
33015,0.2
33017,0.2
33019,0.2
33999, 
  ,0.4
34001,0.3
34003,0.2
34005,0.5
34007,0.4
34009,0.6
34011,0.6
34013,0.3
34015,0.3
34017,0.2
34019,1.1
34021,0.8
34023,0.3
34025,0.3
34027,0.3
34029,0.3
34031,0.2
34033,0.1
34035,0.5
34037,0.5
34039,0.3
34999, 
34041,0.3
  ,0.2
35001,0.3
35003, 
35005,0.1
35006, 
35007, 
35009, 
35011,0
35013,0.2
35015, 
35017, 
35019, 
35021,0
35023,0
35025,0.1
35027, 
35028, 
35029, 
35031, 
35033, 
35035, 
35037, 
35039, 
35041, 
35045,0.1
35047, 
35043,0.2
35049,0.2
35051, 
35053, 
35055,0.2
35057, 
35059, 
35999, 
35061,0.3
  ,0.5
36001,0.8
36003,0.4
36005,0.5
36007,0.4
36009,0.4
36011,0.2
36013,0.4
36015,0.3
36017,0.2
36019,0.3
36021,0.4
36023,0.2
36025,0.2
36027,0.8
36029,0.8
36031,0.3
36033,0.7
36035,1.3
36037,0.4
36039,0.2
36041,0
36043,0.4
36045,0.2
36047,0.4
36049, 
36051,0.5
36053,0.4
36055,0.7
36057,0.5
36059,0.4
36061,0.5
36063,0.4
36065,0.7
36067,0.4
36069,0.5
36071,0.4
36073,0.4
36075,0.2
36077,0.5
36079,0.3
36081,0.4
36083,0.4
36085,0.4
36087,0.6
36091,0.3
36093,1
36095,0.3
36097, 
36099,0.5
36089,0.2
36101,0.2
36103,0.5
36105,0.6
36107, 
36109,0.3
36111,0.5
36999, 
36113,0.5
36115,0.2
36117,1.7
36119,0.4
36121, 
36123, 
  ,0.3
37001,0.3
37003, 
37005, 
37007, 
37009, 
37011, 
37013,0.2
37015,0.4
37017, 
37019,0.1
37021,0.4
37023,0.2
37025,0.2
37027,0.2
37029, 
37031, 
37033, 
37035,0.2
37037,0.2
37039,0.2
37041,0.3
37043, 
37045,0.2
37047,0.2
37049,0.2
37051,0.4
37053, 
37055, 
37057,0.2
37059, 
37061, 
37063,0.3
37065,0.2
37067,0.2
37069,0.2
37071,0.2
37073, 
37075, 
37077,0.5
37079, 
37081,0.4
37083,0.2
37085,0.2
37087,0.2
37089,0.2
37091, 
37093,0.3
37095,0
37097,0.2
37099, 
37101,0.2
37103,0
37105,0.3
37107,0.6
37109,0.1
37113,0.2
37115, 
37117, 
37111,0.2
37119,0.3
37121, 
37123, 
37125,0.1
37127,0.2
37129,0.3
37131, 
37133,0.3
37135,0.4
37137, 
37139,0.3
37141,0.2
37143, 
37145,0.3
37147,0.4
37149, 
37151,0.2
37153,0.1
37155,0.2
37157,0.3
37159,0.3
37161,0.2
37163,0.2
37165,0.3
37167,0.9
37169,0.4
37171,0.2
37173, 
37175,0.2
37177, 
37179,0.2
37999, 
37181,0.4
37183,0.4
37185, 
37187, 
37189,0.2
37191,0.2
37193,0.1
37195,0.3
37197, 
37199, 
  ,0.3
38001,0
38003, 
38005,0
38007,0
38009, 
38011,0
38013,0
38015,0.3
38017,0.6
38019, 
38021,0
38023,0
38025,0
38027, 
38029, 
38031,0
38033,0
38035,0.7
38037,0
38039,0
38041, 
38043, 
38045,0
38047,0
38049, 
38051,0
38053, 
38055, 
38057, 
38059,0.4
38061,0
38063,0
38065,0
38067, 
38069,0
38071, 
38073, 
38075, 
38077, 
38079, 
38081, 
38083,0
38085,0
38087,0
38089, 
38091,0
38093,0.6
38095,0
38097, 
38999, 
38099,0.9
38101,0.4
38103, 
38105, 
  ,0.3
39001, 
39003,0.2
39005,0.2
39007,0.3
39009,0.2
39011, 
39013,0.4
39015, 
39017,0.3
39019,0.4
39021,0.6
39023,0.3
39025,0.3
39027, 
39029,0.2
39031,0.3
39033,0.2
39035,0.4
39037, 
39039,0.3
39041,0.3
39043,0.2
39045,0.4
39047, 
39049,0.4
39051,0.3
39053,0.6
39055,0.3
39057,0.3
39059,0.2
39061,0.4
39063,0.3
39065, 
39067, 
39069,0.4
39071, 
39073, 
39075, 
39077,0.1
39079,0.4
39081,0.2
39083,0.4
39085,0.2
39087,0.2
39089,0.3
39091, 
39093,0.2
39095,0.5
39097, 
39099,0.5
39101, 
39103,0.3
39105, 
39107, 
39109,0.2
39111, 
39113,0.3
39115, 
39117, 
39119,0.5
39121, 
39123,0.2
39125, 
39127,0.3
39129, 
39131,0.3
39133,0.4
39135,0.3
39137, 
39139,0.3
39141,0.3
39143,0.2
39145,0.1
39147,0.5
39149,0.2
39151,0.4
39153,0.4
39155,0.3
39157,0.2
39159, 
39999, 
39161, 
39163, 
39165,0.2
39167,0.2
39169,0.2
39171,0.3
39173,0.3
39175, 
  ,0.1
40001, 
40003,0
40005, 
40007, 
40009, 
40011, 
40013, 
40015, 
40017,0.1
40019, 
40021, 
40023, 
40025,0
40027,0.1
40029, 
40031,0.2
40033,0
40035,0.7
40037,0.3
40039, 
40041,0.1
40043, 
40045,0
40047,0.2
40049, 
40051,0.2
40053, 
40055,0
40057, 
40059,0
40061, 
40063, 
40065, 
40067,0
40069, 
40071,0.2
40073, 
40075, 
40077, 
40079, 
40081, 
40083,0.3
40085, 
40093,0
40095, 
40097, 
40087, 
40089, 
40091, 
40099, 
40101,0.1
40103, 
40105, 
40107, 
40109,0.1
40111,0.3
40113,0.2
40115, 
40117, 
40119,0.1
40121,0.2
40123,0.2
40125, 
40127, 
40129,0
40131,0.1
40133,0.3
40135,0.2
40137,0.1
40139,0
40141, 
40143,0.2
40999, 
40145,0.2
40147,0.1
40149,0
40151, 
40153, 
  ,0.3
41001, 
41003,0.3
41005,0.3
41007,0.2
41009, 
41011,0.2
41013, 
41015,0.2
41017,0.1
41019,0.2
41021,0
41023, 
41025, 
41027, 
41029,0.3
41031, 
41033,0.1
41035,0.1
41037, 
41039,0.3
41041,0.2
41043,0.3
41045,0.4
41047,0.4
41049, 
41051,0.3
41053,0.4
41055,0
41057, 
41059,0.3
41061,0.3
41999, 
41063, 
41065, 
41067,0.4
41069,0
41071,0.4
  ,0.3
42001,0.2
42003,0.3
42005,0.4
42007,0.2
42009,0.3
42011,0.2
42013,0.4
42015,0.2
42017,0.3
42019,0.3
42021,1.1
42023, 
42025,0.2
42027,0.3
42029,0.3
42031,0.5
42033,0.4
42035,0.3
42037,0.2
42039,0.3
42041,0.2
42043,0.4
42045,0.3
42047,0.3
42049,0.5
42051,0.3
42053, 
42055,0.2
42057, 
42059, 
42061,0.3
42063, 
42065, 
42067, 
42069,0.6
42071,0.2
42073, 
42075,0.2
42077,0.2
42079,0.2
42081,0.3
42083,0.3
42085,0.4
42087,0.3
42089,0.3
42091,0.3
42093, 
42095,0.3
42097,0.3
42099, 
42101,0.3
42103,0.1
42105, 
42107,0.2
42109,2.3
42111,0.2
42113, 
42115,0.2
42117,0.3
42119, 
42999, 
42121,1.5
42123,0.2
42125,0.2
42127,0.2
42129,0.3
42131, 
42133,0.2
  ,0
  ,0.2
44001,0.3
44003,0.2
44005,0.1
44007,0.2
44999, 
44009,0.2
  ,0.2
